timestamp,src_ip,username,method,url,status,user_agent,payload,attack_type
2026-01-05 20:01:39.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,username=user&password=password,brute_force
2026-01-05 19:50:52.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=user&password=password,brute_force
2026-01-04 05:48:04.262796,192.168.1.18,diana,DELETE,/about,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 16:54:44.262796,192.168.1.6,alice,PUT,/api/data,201,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:06:32.262796,10.0.0.16,grace,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=alice&password=Password123,password_spraying
2026-01-04 02:47:59.262796,192.168.1.4,diana,GET,/products,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 03:17:03.262796,192.168.1.11,,GET,/products,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 23:10:05.262796,10.0.0.1,,GET,/api/users,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,'; DROP TABLE users--,sql_injection
2026-01-03 16:38:48.262796,192.168.1.18,frank,DELETE,/api/data,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-04 01:28:10.262796,192.168.1.29,grace,POST,/home,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 00:37:27.262796,192.168.1.28,frank,POST,/about,201,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-04 16:22:13.262796,192.168.1.8,diana,DELETE,/contact,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 16:38:20.262796,192.168.1.20,eve,PUT,/api/data,500,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 11:50:52.262796,192.168.1.35,,PUT,/contact,404,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 16:16:33.262796,192.168.1.21,bob,DELETE,/about,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:19:10.262796,10.0.0.16,alice,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=bob&password=Password123,password_spraying
2026-01-03 16:14:57.262796,192.168.1.19,henry,POST,/api/data,404,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 21:23:01.262796,10.0.0.3,root,POST,/login,401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,username=guest&password=qwerty,credential_stuffing
2026-01-05 21:03:25.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=user&password=admin,brute_force
2026-01-04 22:56:36.262796,192.168.1.35,,GET,/api/data,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-04 03:14:23.262796,192.168.1.5,bob,GET,/about,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 06:48:15.262796,192.168.1.2,,DELETE,/home,500,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:43:56.262796,10.0.0.1,,GET,/api/users,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,' UNION SELECT password FROM users--,sql_injection
2026-01-05 19:45:59.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=user&password=admin,brute_force
2026-01-05 10:14:04.262796,192.168.1.17,henry,POST,/api/data,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-04 03:27:29.262796,192.168.1.45,,DELETE,/contact,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-04 00:47:59.262796,192.168.1.26,charlie,PUT,/products,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 22:42:31.262796,10.0.0.1,,POST,/search,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,' OR 1=1--,sql_injection
2026-01-05 22:17:40.262796,10.0.0.16,diana,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=eve&password=Password123,password_spraying
2026-01-05 16:38:38.262796,192.168.1.25,charlie,GET,/products,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-06 00:04:29.262796,10.0.0.12,,GET,/contact,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,<iframe src=javascript:alert('XSS')>,xss
2026-01-05 14:46:07.262796,192.168.1.36,,POST,/products,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 23:33:00.262796,10.0.0.12,,GET,/api/submit,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,javascript:alert('XSS'),xss
2026-01-03 20:33:32.262796,192.168.1.44,diana,GET,/products,500,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-06 00:09:36.262796,10.0.0.12,,GET,/comment,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,<script>alert('XSS')</script>,xss
2026-01-04 13:43:11.262796,192.168.1.24,alice,DELETE,/about,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 12:34:38.262796,192.168.1.28,henry,POST,/home,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:34:06.262796,10.0.0.1,,POST,/login,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,admin'--,sql_injection
2026-01-05 21:25:59.262796,10.0.0.3,user,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=user&password=password123,credential_stuffing
2026-01-03 21:33:52.262796,192.168.1.6,,GET,/products,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 07:44:29.262796,192.168.1.2,grace,GET,/api/data,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-05 21:13:49.262796,10.0.0.3,admin,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=root&password=qwerty,credential_stuffing
2026-01-03 16:44:49.262796,192.168.1.25,henry,DELETE,/contact,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 08:35:50.262796,192.168.1.20,alice,POST,/home,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-04 13:24:07.262796,192.168.1.21,frank,POST,/products,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 17:16:54.262796,192.168.1.26,bob,PUT,/products,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 10:34:28.262796,192.168.1.1,,PUT,/about,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 21:57:43.262796,10.0.0.16,diana,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=bob&password=Password123,password_spraying
2026-01-03 19:53:42.262796,192.168.1.39,bob,DELETE,/contact,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:15:49.262796,10.0.0.16,bob,POST,/login,401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,username=diana&password=Password123,password_spraying
2026-01-04 04:13:27.262796,192.168.1.40,henry,POST,/about,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-03 19:32:06.262796,192.168.1.39,,GET,/products,404,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-03 17:14:31.262796,192.168.1.14,alice,PUT,/products,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 20:28:21.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=user&password=password,brute_force
2026-01-05 00:35:37.262796,192.168.1.35,,PUT,/api/data,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-05 06:15:30.262796,192.168.1.10,grace,GET,/about,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:57:06.262796,10.0.0.1,,GET,/products,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,admin'--,sql_injection
2026-01-05 22:47:25.262796,10.0.0.1,,POST,/products,400,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1' OR '1'='1,sql_injection
2026-01-03 17:45:24.262796,192.168.1.18,henry,POST,/home,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:07:06.262796,10.0.0.16,charlie,POST,/login,401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,username=henry&password=Password123,password_spraying
2026-01-04 19:21:17.262796,192.168.1.11,frank,POST,/products,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 10:40:16.262796,192.168.1.24,,PUT,/about,404,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 23:31:54.262796,10.0.0.12,,GET,/search,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,<script>alert('XSS')</script>,xss
2026-01-03 18:45:07.262796,192.168.1.41,grace,PUT,/contact,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-06 00:12:29.262796,172.16.0.3,,GET,/robots.txt,200,curl/7.68.0,,bot_traffic
2026-01-05 21:51:44.262796,10.0.0.16,bob,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=grace&password=Password123,password_spraying
2026-01-05 22:54:37.262796,10.0.0.1,,GET,/login,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,' UNION SELECT password FROM users--,sql_injection
2026-01-05 18:40:14.262796,192.168.1.42,,PUT,/products,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-04 10:31:55.262796,192.168.1.45,,DELETE,/home,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-03 20:40:46.262796,192.168.1.37,bob,DELETE,/api/data,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 23:04:25.262796,10.0.0.1,,GET,/products,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,admin'/*,sql_injection
2026-01-04 06:22:44.262796,192.168.1.27,grace,POST,/about,404,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 20:06:09.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=user&password=password,brute_force
2026-01-04 02:04:31.262796,192.168.1.30,eve,GET,/about,201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 05:38:37.262796,192.168.1.28,bob,PUT,/products,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 16:22:44.262796,192.168.1.23,,POST,/api/data,201,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-05 20:30:53.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=user&password=test,brute_force
2026-01-04 07:59:02.262796,192.168.1.34,grace,GET,/products,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 19:01:06.262796,192.168.1.34,henry,DELETE,/api/data,500,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 11:40:12.262796,192.168.1.28,frank,POST,/about,201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 01:18:55.262796,192.168.1.8,bob,POST,/about,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-04 20:31:54.262796,192.168.1.8,grace,GET,/contact,201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 20:06:32.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=user&password=test,brute_force
2026-01-05 23:11:15.262796,10.0.0.1,,GET,/api/users,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1' UNION SELECT NULL--,sql_injection
2026-01-05 22:54:34.262796,10.0.0.1,,POST,/products,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,admin'--,sql_injection
2026-01-05 05:36:16.262796,192.168.1.27,,DELETE,/products,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 05:36:43.262796,192.168.1.24,,DELETE,/contact,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-04 05:40:48.262796,192.168.1.27,charlie,DELETE,/about,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 22:04:56.262796,192.168.1.14,alice,PUT,/contact,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 20:48:35.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=user&password=123456,brute_force
2026-01-04 01:37:24.262796,192.168.1.37,bob,POST,/about,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 16:46:16.262796,192.168.1.4,grace,DELETE,/products,201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-04 19:28:48.262796,192.168.1.40,,GET,/products,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 23:51:43.262796,192.168.1.22,charlie,DELETE,/api/data,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-03 21:50:56.262796,192.168.1.25,grace,POST,/home,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 17:40:00.262796,192.168.1.17,,POST,/api/data,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 21:55:37.262796,10.0.0.16,henry,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=henry&password=Password123,password_spraying
2026-01-04 17:58:35.262796,192.168.1.5,charlie,GET,/api/data,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 21:43:12.262796,10.0.0.3,root,POST,/login,401,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,username=administrator&password=admin123,credential_stuffing
2026-01-05 10:03:18.262796,192.168.1.49,,GET,/contact,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:59:39.262796,10.0.0.1,,GET,/login,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,' UNION SELECT password FROM users--,sql_injection
2026-01-05 20:26:05.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=user&password=admin,brute_force
2026-01-06 00:10:26.262796,10.0.0.12,,POST,/api/submit,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,<body onload=alert('XSS')>,xss
2026-01-05 20:36:42.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=user&password=test,brute_force
2026-01-05 22:38:39.262796,10.0.0.1,,GET,/login,400,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,' OR 1=1--,sql_injection
2026-01-05 14:10:43.262796,192.168.1.21,grace,PUT,/contact,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-04 00:51:28.262796,192.168.1.28,alice,GET,/home,500,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-05 13:35:55.262796,192.168.1.46,,GET,/home,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-05 04:54:23.262796,192.168.1.45,alice,POST,/products,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-05 23:07:42.262796,10.0.0.1,,POST,/search,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,admin'/*,sql_injection
2026-01-05 13:51:17.262796,192.168.1.38,frank,PUT,/about,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-04 23:03:40.262796,192.168.1.31,,DELETE,/products,201,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-03 19:58:04.262796,192.168.1.10,bob,GET,/api/data,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 00:24:40.262796,192.168.1.48,henry,PUT,/home,404,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-05 21:18:29.262796,10.0.0.3,guest,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=guest&password=admin123,credential_stuffing
2026-01-04 10:17:47.262796,192.168.1.22,,PUT,/home,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-03 16:14:38.262796,192.168.1.46,charlie,PUT,/api/data,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-05 06:59:38.262796,192.168.1.7,henry,GET,/about,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-05 18:42:00.262796,192.168.1.27,frank,DELETE,/contact,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 08:21:00.262796,192.168.1.17,bob,DELETE,/about,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-05 19:08:12.262796,192.168.1.5,,POST,/api/data,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-03 17:59:35.262796,192.168.1.12,diana,POST,/api/data,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-05 22:48:52.262796,10.0.0.1,,POST,/products,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,admin'/*,sql_injection
2026-01-05 09:24:02.262796,192.168.1.8,henry,DELETE,/api/data,201,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-04 15:54:42.262796,192.168.1.30,eve,DELETE,/api/data,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-05 21:35:47.262796,10.0.0.3,root,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=user&password=password123,credential_stuffing
2026-01-06 00:19:19.262796,172.16.0.3,,GET,/api/data,200,python-requests/2.28.1,,bot_traffic
2026-01-04 03:19:19.262796,192.168.1.38,,DELETE,/api/data,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 07:03:13.262796,192.168.1.37,,POST,/contact,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-05 09:48:44.262796,192.168.1.45,bob,POST,/products,404,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-06 00:07:04.262796,10.0.0.12,,GET,/api/submit,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,<body onload=alert('XSS')>,xss
2026-01-05 07:23:17.262796,192.168.1.12,grace,DELETE,/contact,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-05 20:44:05.262796,10.0.0.9,user,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=user&password=admin,brute_force
2026-01-04 21:44:07.262796,192.168.1.48,henry,GET,/contact,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,,normal
2026-01-05 23:57:49.262796,10.0.0.12,,GET,/comment,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,<body onload=alert('XSS')>,xss
2026-01-05 23:48:23.262796,10.0.0.12,,GET,/search,400,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,<svg onload=alert('XSS')>,xss
2026-01-05 22:07:56.262796,10.0.0.16,eve,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=henry&password=Password123,password_spraying
2026-01-05 22:53:02.262796,10.0.0.1,,POST,/search,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,admin'/*,sql_injection
2026-01-05 23:48:22.262796,10.0.0.12,,GET,/comment,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,<svg onload=alert('XSS')>,xss
2026-01-05 19:22:42.262796,192.168.1.6,,GET,/api/data,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 21:52:02.262796,10.0.0.16,grace,POST,/login,401,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,username=henry&password=Password123,password_spraying
2026-01-05 22:36:03.262796,10.0.0.1,,POST,/products,400,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1' OR '1'='1,sql_injection
2026-01-04 01:58:30.262796,192.168.1.8,frank,DELETE,/home,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-04 04:47:07.262796,192.168.1.41,alice,DELETE,/contact,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,,normal
2026-01-05 22:11:52.262796,10.0.0.16,charlie,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=alice&password=Password123,password_spraying
2026-01-04 09:46:16.262796,192.168.1.7,,DELETE,/api/data,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 15:56:01.262796,192.168.1.19,henry,PUT,/products,200,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,,normal
2026-01-05 04:18:05.262796,192.168.1.26,alice,GET,/about,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,"{""key"": ""value""}",normal
2026-01-05 22:10:44.262796,10.0.0.16,henry,POST,/login,401,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,username=frank&password=Password123,password_spraying
2026-01-05 22:24:19.262796,10.0.0.1,,POST,/login,500,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,' OR 1=1--,sql_injection
